focal_method,test_prefix,docstring,test_prefix_true,test_scenario,original_index,test_case
"    public boolean isTransactionComplete() {
        return this.transactionComplete;
    }","  public void test5()  throws Throwable  {
      TransactionManager transactionManager0 = mock(TransactionManager.class, new ViolatedAssumptionAnswer());
      TransactionRegistry transactionRegistry0 = new TransactionRegistry(transactionManager0);
      Transaction transaction0 = mock(Transaction.class, new ViolatedAssumptionAnswer());
      TransactionSynchronizationRegistry transactionSynchronizationRegistry0 = mock(TransactionSynchronizationRegistry.class, new ViolatedAssumptionAnswer());
      TransactionContext transactionContext0 = new TransactionContext(transactionRegistry0, transaction0, transactionSynchronizationRegistry0);
      transactionContext0.addTransactionContextListener((TransactionContextListener) null);
      assertFalse(transactionContext0.isTransactionComplete());
}","/**
     * Gets the transaction complete flag to true.
     *
     * @return The transaction complete flag.
     *
     * @since 2.4.0
     */","public void test5()  throws Throwable  {
      TransactionManager transactionManager0 = mock(TransactionManager.class, new ViolatedAssumptionAnswer());
      TransactionRegistry transactionRegistry0 = new TransactionRegistry(transactionManager0);
      Transaction transaction0 = mock(Transaction.class, new ViolatedAssumptionAnswer());
      TransactionSynchronizationRegistry transactionSynchronizationRegistry0 = mock(TransactionSynchronizationRegistry.class, new ViolatedAssumptionAnswer());
      TransactionContext transactionContext0 = new TransactionContext(transactionRegistry0, transaction0, transactionSynchronizationRegistry0);
      transactionContext0.addTransactionContextListener((TransactionContextListener) null);
}","Test scenario:  
The test is activating the behavior of adding a `TransactionContextListener` to the `TransactionContext` with a `null` listener. This scenario tests how the `addTransactionContextListener` method handles invalid input (a `null` listener) and whether it adheres to standard coding conventions or Javadoc expectations. Specifically, the test should verify if the method properly throws a `SQLException` or handles the `null` input gracefully without causing unexpected behavior.  

Objects involved and roles:  
1. `TransactionManager` (mocked): Represents the transaction manager used to create the `TransactionRegistry`.  
2. `TransactionRegistry`: Manages transaction-related operations and interacts with the `TransactionContext`.  
3. `Transaction` (mocked): Represents an individual transaction.  
4. `TransactionSynchronizationRegistry` (mocked): Handles synchronization of transactions.  
5. `TransactionContext`: The focal object under test, responsible for managing transaction-related operations and listeners.  
6. `TransactionContextListener` (passed as `null`): Represents the listener being added to the `TransactionContext`.  

High-level goal or purpose of the test:  
The purpose of this test is to ensure that the `TransactionContext` handles invalid input (a `null` listener) correctly when adding a `TransactionContextListener`. The test aims to verify adherence to expected behavior, such as throwing a meaningful exception (e.g., `SQLException`) or gracefully handling the `null` input without breaking the system.  

Category:  
Exception Handling Scenario",321,
"    ItemInputStream newInputStream() {
        return new ItemInputStream();
    }","  public void test21()  throws Throwable  {
      byte[] byteArray0 = new byte[0];
      ByteArrayInputStream byteArrayInputStream0 = new ByteArrayInputStream(byteArray0);
      MultipartStream.ProgressNotifier multipartStream_ProgressNotifier0 = new MultipartStream.ProgressNotifier((ProgressListener) null, 0L);
      MultipartStream multipartStream0 = new MultipartStream(byteArrayInputStream0, byteArray0, multipartStream_ProgressNotifier0);
      MultipartStream.ItemInputStream multipartStream_ItemInputStream0 = multipartStream0.newInputStream();
      multipartStream_ItemInputStream0.read(byteArray0);
  }","/**
     * Creates a new {@link ItemInputStream}.
     * @return A new instance of {@link ItemInputStream}.
     */","public void test21()  throws Throwable  {
      byte[] byteArray0 = new byte[0];
      ByteArrayInputStream byteArrayInputStream0 = new ByteArrayInputStream(byteArray0);
      MultipartStream.ProgressNotifier multipartStream_ProgressNotifier0 = new MultipartStream.ProgressNotifier((ProgressListener) null, 0L);
      MultipartStream multipartStream0 = new MultipartStream(byteArrayInputStream0, byteArray0, multipartStream_ProgressNotifier0);
      MultipartStream.ItemInputStream multipartStream_ItemInputStream0 = multipartStream0.newInputStream();
      multipartStream_ItemInputStream0.read(byteArray0);
}","Test scenario:
The test verifies the behavior of the `ItemInputStream` when reading from an empty byte array. Specifically, it ensures that the `read(byte[] b)` method in the `ItemInputStream` behaves correctly when there is no data to read (i.e., the input stream is empty). The scenario involves creating an empty byte array, initializing a `ByteArrayInputStream` with it, and then using a `MultipartStream` to create an `ItemInputStream`. The `read(byte[] b)` method of the `ItemInputStream` is then invoked to confirm that it handles the empty input correctly.

Objects involved:
1. `byteArray0`: An empty byte array, representing the input data.
2. `ByteArrayInputStream`: A stream initialized with the empty byte array.
3. `MultipartStream`: A wrapper stream that manages multipart data parsing.
4. `MultipartStream.ItemInputStream`: A specialized input stream for reading individual items from the multipart stream.

High-level goal:
The test ensures that the `ItemInputStream` correctly handles the edge case of reading from an empty input stream. This helps validate the robustness and correctness of the `ItemInputStream` implementation when faced with no data to process.

Category: Exception Handling / Edge Case Testing",322,
"    public boolean remove( Object o )
    {
        throw new UnsupportedOperationException();
    }","  public void test04()  throws Throwable  {
      FibonacciHeap<Integer> fibonacciHeap0 = new FibonacciHeap<Integer>();
      Integer integer0 = new Integer(11);
      fibonacciHeap0.add(integer0);
      fibonacciHeap0.add(integer0);
      fibonacciHeap0.add(integer0);
      // Undeclared exception!
      try { 
        fibonacciHeap0.remove();
        fail(""Expecting exception: IndexOutOfBoundsException"");
      } catch(IndexOutOfBoundsException e) {
         //
         // Index: 2, Size: 2
         //
         verifyException(""java.util.ArrayList"", e);
      }
  }","/**
     * {@inheritDoc}
     */","public void test04()  throws Throwable  {
      FibonacciHeap<Integer> fibonacciHeap0 = new FibonacciHeap<Integer>();
      Integer integer0 = new Integer(11);
      fibonacciHeap0.add(integer0);
      fibonacciHeap0.add(integer0);
      fibonacciHeap0.add(integer0);

      fibonacciHeap0.remove();
}","Test scenario:
The test is designed to verify the behavior of the `remove()` method in the `FibonacciHeap` class when attempting to remove elements from the heap. Specifically, it tests the scenario where multiple identical elements are added to the heap, and then a `remove()` operation is invoked. The goal is to validate that the `remove()` method behaves as expected (or throws an appropriate exception) when invoked in this context.

Objects involved and their roles:
1. `FibonacciHeap<Integer>`: The focal object, representing the heap structure to which elements are added and from which elements are removed.
2. `Integer`: The elements being added to the heap. In this test, multiple identical integers (`11`) are added to test the behavior of the `remove()` method in a scenario involving duplicate elements.

High-level goal or purpose of the test:
To ensure that the `remove()` method in the `FibonacciHeap` class handles the removal of elements correctly or throws a meaningful exception (e.g., `UnsupportedOperationException`) if the operation is not supported. This test also indirectly validates that the `add()` method correctly adds elements to the heap.

Category: Exception Handling",323,
"    public final String getTargettype() {
        return targettype;
    }","  public void test04()  throws Throwable  {
      Send send0 = new Send();
      send0.setTarget(""*~}b{?; _a."");
      assertEquals(""scxml"", send0.getTargettype());
}","/**
     * Get the target type for this &lt;send&gt; element.
     *
     * @return String Returns the targettype.
     */","public void test04()  throws Throwable  {
      Send send0 = new Send();
      send0.setTarget(""*~}b{?; _a."");
}","Test scenario:
The test verifies that the `setTarget` method correctly assigns a target value to the `Send` object and that the `getTargettype` method can retrieve the associated target type afterward. The test aims to ensure that the target value is properly set and does not interfere with the retrieval of the target type, even when the target string contains special characters or unconventional formatting.

Category: Functional Test",324,
"    public final String getTargettype() {
        return targettype;
    }","  public void test08()  throws Throwable  {
      Send send0 = new Send();
      String string0 = send0.getTargettype();
      assertEquals(""scxml"", string0);
}","/**
     * Get the target type for this &lt;send&gt; element.
     *
     * @return String Returns the targettype.
     */","public void test08()  throws Throwable  {
      Send send0 = new Send();
      String string0 = send0.getTargettype();
}","Test scenario:  
The test is verifying the behavior of the `getTargettype()` method in the `Send` class. Specifically, it checks whether the method correctly retrieves and returns the value of the `targettype` attribute associated with the `Send` object. The test involves creating an instance of the `Send` class and calling the `getTargettype()` method without any prior modifications to the `targettype` attribute. The expected behavior is that the method should return the default value of `targettype`, which is likely `null` or an empty string if not explicitly set. This ensures that the method adheres to the contract defined in the Javadoc and standard coding conventions.  

Objects involved:  
- `Send` object: Represents an element with various attributes and behaviors related to sending actions.  
- `targettype` attribute: A string field within the `Send` object that holds the target type.  

High-level goal or purpose of the test:  
To validate the correctness of the `getTargettype()` method in retrieving the `targettype` attribute's value from the `Send` object. This ensures that the `Send` class behaves as expected when interacting with the `targettype` attribute, providing confidence in its functionality and adherence to the class's defined behavior.  

Category:  
Getter method validation.",325,
"    public final String getTargettype() {
        return targettype;
    }","  public void test09()  throws Throwable  {
      Send send0 = new Send();
      send0.getExternalNodes();
      assertEquals(""scxml"", send0.getTargettype());
}","/**
     * Get the target type for this &lt;send&gt; element.
     *
     * @return String Returns the targettype.
     */","public void test09()  throws Throwable  {
      Send send0 = new Send();
      send0.getExternalNodes();
}","Test scenario:
The test activates the behavior of retrieving the external nodes associated with the `Send` object. It verifies that the `getExternalNodes` method correctly returns the list of external nodes that are set for the `Send` object. The test indirectly ensures that the `Send` object maintains proper state and integrity for its external nodes.

Objects involved and their roles:
1. `Send` object: Acts as the primary object under test, representing an element that can send external content.
2. External nodes (List): Represents the collection of external nodes associated with the `Send` object, which are managed and retrieved via the `getExternalNodes` method.

High-level goal or purpose:
The goal of the test is to validate that the `getExternalNodes` method correctly retrieves the external nodes associated with the `Send` object, ensuring proper state management and compliance with expected behavior for external content handling.

Category:
Functional testing - Method behavior validation.",326,
"    protected boolean finalizeMatch(final String parentStateId,
            final Set eventOccurrences) {
        String prefix = parentStateId + "".invoke.""; // invoke prefix
        Iterator i = eventOccurrences.iterator();
        while (i.hasNext()) {
            String evt = (String) i.next();
            if (evt == null) {
                continue; // Unnamed events
            } else if (evt.startsWith(prefix)) {
                return true;
            }
        }
        return false;
    }","  public void test22()  throws Throwable  {
      SCXMLSemanticsImpl sCXMLSemanticsImpl0 = new SCXMLSemanticsImpl();
      Set<String> set0 = ZoneId.getAvailableZoneIds();
      boolean boolean0 = sCXMLSemanticsImpl0.finalizeMatch("""", set0);
      assertFalse(boolean0);
}","/**
     * Implements event prefix match to ascertain &lt;finalize&gt; execution.
     *
     * @param parentStateId
     *            the ID of the parent state of the &lt;invoke&gt; holding
     *            the &lt;finalize&gt;
     * @param eventOccurrences
     *            current events
     * @return true/false
     */","public void test22()  throws Throwable  {
      SCXMLSemanticsImpl sCXMLSemanticsImpl0 = new SCXMLSemanticsImpl();
      Set<String> set0 = ZoneId.getAvailableZoneIds();
      boolean boolean0 = sCXMLSemanticsImpl0.finalizeMatch("""", set0);
}","Test scenario:
The test is designed to verify the behavior of the `finalizeMatch` method, which determines whether an event prefix matches the expected pattern for `<finalize>` execution. Specifically, the test activates the scenario where the `parentStateId` is an empty string (`""""`), and the `eventOccurrences` is a set of available zone IDs (retrieved via `ZoneId.getAvailableZoneIds()`). The goal is to ensure that the method correctly handles cases where the event occurrences do not match the expected prefix pattern (`"".invoke.""`) and returns `false`.

Objects involved:
- `SCXMLSemanticsImpl`: The class under test, providing the `finalizeMatch` method.
- `parentStateId`: A string representing the ID of the parent state; here, it is set to an empty string.
- `eventOccurrences`: A set of strings representing current events; in this test, it is populated with time zone IDs.
- `boolean0`: The result of the `finalizeMatch` method, expected to be `false` when no matching prefix is found.

High-level goal:
To validate that the `finalizeMatch` method adheres to its intended behavior by correctly identifying the absence of matching event prefixes and returning `false` when no events start with the expected prefix derived from `parentStateId`.

Category: Exception handling scenario (edge case testing for empty parent state ID and non-matching event set)",327,
"    protected boolean finalizeMatch(final String parentStateId,
            final Set eventOccurrences) {
        String prefix = parentStateId + "".invoke.""; // invoke prefix
        Iterator i = eventOccurrences.iterator();
        while (i.hasNext()) {
            String evt = (String) i.next();
            if (evt == null) {
                continue; // Unnamed events
            } else if (evt.startsWith(prefix)) {
                return true;
            }
        }
        return false;
    }","  public void test23()  throws Throwable  {
      SCXMLSemanticsImpl sCXMLSemanticsImpl0 = new SCXMLSemanticsImpl();
      LinkedHashSet<Transition> linkedHashSet0 = new LinkedHashSet<Transition>();
      linkedHashSet0.add((Transition) null);
      boolean boolean0 = sCXMLSemanticsImpl0.finalizeMatch(""AyMlQ_EL@!a_I,6"", linkedHashSet0);
  }","/**
     * Implements event prefix match to ascertain &lt;finalize&gt; execution.
     *
     * @param parentStateId
     *            the ID of the parent state of the &lt;invoke&gt; holding
     *            the &lt;finalize&gt;
     * @param eventOccurrences
     *            current events
     * @return true/false
     */","public void test23()  throws Throwable  {
      SCXMLSemanticsImpl sCXMLSemanticsImpl0 = new SCXMLSemanticsImpl();
      LinkedHashSet<Transition> linkedHashSet0 = new LinkedHashSet<Transition>();
      linkedHashSet0.add((Transition) null);
      boolean boolean0 = sCXMLSemanticsImpl0.finalizeMatch(""AyMlQ_EL@!a_I,6"", linkedHashSet0);
}","Test scenario:
The test verifies the behavior of the `finalizeMatch` method when handling a `Set` of event occurrences that contains a `null` value. Specifically, the test ensures that the method correctly skips over `null` events without throwing an exception and continues processing valid events in the `Set`. The goal is to confirm that the method adheres to its contract of ignoring unnamed (`null`) events while performing a prefix match.

Objects involved and their roles:
1. `SCXMLSemanticsImpl sCXMLSemanticsImpl0` - The object under test, which contains the `finalizeMatch` method.
2. `LinkedHashSet<Transition> linkedHashSet0` - Represents the `Set` of event occurrences passed to the method. It contains a single `null` value, simulating a scenario where unnamed events are present.
3. String `""AyMlQ_EL@!a_I,6""` - Represents the `parentStateId` used to construct the event prefix for matching.

High-level goal:
To verify that the `finalizeMatch` method handles `null` values in the `Set` of event occurrences gracefully and does not throw an exception, while also ensuring that it behaves as expected when no matching events are found.

Category:
Exception handling scenario.",328,
"    public static String serialize(final SCXML scxml) {
        StringBuffer b =
            new StringBuffer(""<?xml version=\""1.0\"" encoding=\""UTF-8\""?>\n"").
                append(""<scxml xmlns=\"""").append(NAMESPACE_SCXML).
                append(""\"" version=\"""").append(scxml.getVersion()).
                append(""\"" initialstate=\"""").append(scxml.getInitialstate()).
                append(""\"">\n"");
        if (XFORMER == null) {
            org.apache.commons.logging.Log log = LogFactory.
                getLog(SCXMLSerializer.class);
            log.warn(""SCXMLSerializer: DOM serialization pertinent to""
                + "" the document will be skipped since a suitable""
                + "" JAXP Transformer could not be instantiated."");
        }
        Datamodel dm = scxml.getDatamodel();
        if (dm != null) {
            serializeDatamodel(b, dm, INDENT);
        }
        Map<String, TransitionTarget> c = scxml.getChildren();
        for (TransitionTarget tt : c.values()) {
            if (tt instanceof State) {
                serializeState(b, (State) tt, INDENT);
            } else {
                serializeParallel(b, (Parallel) tt, INDENT);
            }
        }
        b.append(""</scxml>\n"");
        return b.toString();
    }","  public void test10()  throws Throwable  {
      SCXML sCXML0 = new SCXML();
      Final final0 = new Final();
      Initial initial0 = new Initial();
      final0.addChild((TransitionTarget) initial0);
      sCXML0.addChild(final0);
      // Undeclared exception!
      try { 
        SCXMLSerializer.serialize(sCXML0);
        fail(""Expecting exception: ClassCastException"");
      } catch(ClassCastException e) {
         //
         // org.apache.commons.scxml.model.Initial cannot be cast to org.apache.commons.scxml.model.State
         //
         verifyException(""org.apache.commons.scxml.io.SCXMLSerializer"", e);
      }
  }","/**
     * Serialize this SCXML object (primarily for debugging).
     *
     * @param scxml
     *            The SCXML to be serialized
     * @return String The serialized SCXML
     */","public void test10()  throws Throwable  {
      SCXML sCXML0 = new SCXML();
      Final final0 = new Final();
      Initial initial0 = new Initial();
      final0.addChild((TransitionTarget) initial0);
      sCXML0.addChild(final0);

      SCXMLSerializer.serialize(sCXML0);
}","Test scenario:
The test verifies that the `SCXMLSerializer.serialize` method can correctly serialize an `SCXML` object that contains a `Final` state with an `Initial` state as its child. The test involves creating an `SCXML` object, adding a `Final` state to it, and then adding an `Initial` state as a child of the `Final` state. The `serialize` method is then invoked to ensure that the resulting serialized XML adheres to the SCXML structure and includes the `Final` and `Initial` states in the correct hierarchy.

Specific behavior:
The test activates the serialization process for an `SCXML` object containing nested states, specifically testing the handling of a `Final` state with an `Initial` state as its child. It ensures that the method produces a valid XML representation of this structure.

Objects involved:
1. `SCXML`: Represents the root SCXML object to be serialized.
2. `Final`: Represents a terminal state in the SCXML hierarchy.
3. `Initial`: Represents the initial state nested within the `Final` state.
4. `SCXMLSerializer.serialize`: The focal method being tested to ensure correct XML serialization.

High-level goal:
To confirm that the `serialize` method can handle and correctly serialize an `SCXML` object with nested states, specifically a `Final` state containing an `Initial` state as a child, and produce valid XML output.

Category:
Functional Test",329,
"public static Method getAccessibleMethod(
            Class clazz,
            String methodName,
            Class[] parameterTypes) {

        try {
            MethodDescriptor md = new MethodDescriptor(clazz, methodName, parameterTypes, true);
            // Check the cache first
            Method method = getCachedMethod(md);
            if (method != null) {
                return method;
            }
            
            method =  getAccessibleMethod
                    (clazz.getMethod(methodName, parameterTypes));
            cacheMethod(md, method);
            return method;
        } catch (NoSuchMethodException e) {
            return (null);
        }

    }","public void test_41_2()  throws Exception {
    Class[] paramTypes = new Class[]{};
    MethodUtils.getAccessibleMethod(String.class, ""checkBounds"", paramTypes);
}","/**
     * <p>Return an accessible method (that is, one that can be invoked via
     * reflection) with given name and parameters.  If no such method
     * can be found, return <code>null</code>.
     * This is just a convenient wrapper for
     * {@link #getAccessibleMethod(Method method)}.</p>
     *
     * @param clazz get method from this class
     * @param methodName get method with this name
     * @param parameterTypes with these parameters types
     * @return The accessible method
     */","public void test_41_2()  throws Exception {
    Class[] paramTypes = new Class[]{};
    MethodUtils.getAccessibleMethod(String.class, ""checkBounds"", paramTypes);
}","Test scenario:
The test is designed to verify the behavior of the `MethodUtils.getAccessibleMethod` method when attempting to retrieve a method named ""checkBounds"" from the `String` class with no parameters. The test activates the specific behavior where the method should return `null` if the specified method does not exist or is inaccessible. The objects involved include:
1. The `String.class` object, representing the class from which the method is being retrieved.
2. The `MethodUtils` utility class, which provides reflection-based functionality.
3. The `getAccessibleMethod` method, which is the focal method under test.

The high-level goal of the test is to ensure that the `getAccessibleMethod` method correctly handles the case where the requested method does not exist or is inaccessible, adhering to its Javadoc specification by returning `null` instead of throwing an exception or behaving unexpectedly.

Category: Exception Handling Scenario",330,"public void test_41_2()  throws Exception {
    Class[] paramTypes = new Class[]{};
    MethodUtils.getAccessibleMethod(String.class, ""checkBounds"", paramTypes);
}"
"public boolean isReadable(Object bean, String name) {

        // Validate method parameters
        if (bean == null) {
            throw new IllegalArgumentException(""No bean specified"");
        }
        if (name == null) {
            throw new IllegalArgumentException(""No name specified for bean class '"" +
                    bean.getClass() + ""'"");
        }

        // Treat WrapDynaBean as special case - may be a write-only property
        // (see Jira issue# BEANUTILS-61)
        if (bean instanceof WrapDynaBean) {
            bean = ((WrapDynaBean)bean).getInstance();
        }

        // Return the requested result
        if (bean instanceof DynaBean) {
            // All DynaBean properties are readable
            return (((DynaBean) bean).getDynaClass().getDynaProperty(name) != null);
        } else {
            try {
                PropertyDescriptor desc =
                    getPropertyDescriptor(bean, name);
                if (desc != null) {
                    Method readMethod = getReadMethod(bean.getClass(), desc);
                    if (readMethod == null) {
                        if (desc instanceof IndexedPropertyDescriptor) {
                            readMethod = ((IndexedPropertyDescriptor) desc).getIndexedReadMethod();
                        } else if (desc instanceof MappedPropertyDescriptor) {
                            readMethod = ((MappedPropertyDescriptor) desc).getMappedReadMethod();
                        }
                        readMethod = MethodUtils.getAccessibleMethod(bean.getClass(), readMethod);
                    }
                    return (readMethod != null);
                } else {
                    return (false);
                }
            } catch (IllegalAccessException e) {
                return (false);
            } catch (InvocationTargetException e) {
                return (false);
            } catch (NoSuchMethodException e) {
                return (false);
            }
        }

    }","public void test_52_6() throws Exception {
    PropertyUtilsBean utils = new PropertyUtilsBean();
    Map<String, Object> outerBean = new HashMap<String, Object>();
    Map<String, String> innerBean =new HashMap<String, String>();
    innerBean.put(""key"", ""value"");
    outerBean.put(""mapProp"", innerBean);
    boolean result = utils.isReadable(outerBean, ""mapProp(key)"");
}","/**
     * <p>Return <code>true</code> if the specified property name identifies
     * a readable property on the specified bean; otherwise, return
     * <code>false</code>.
     *
     * @param bean Bean to be examined (may be a {@link DynaBean}
     * @param name Property name to be evaluated
     * @return <code>true</code> if the property is readable,
     * otherwise <code>false</code>
     *
     * @exception IllegalArgumentException if <code>bean</code>
     *  or <code>name</code> is <code>null</code>
     *
     * @since BeanUtils 1.6
     */","public void test_52_6() throws Exception {
    PropertyUtilsBean utils = new PropertyUtilsBean();
    Map<String, Object> outerBean = new HashMap<String, Object>();
    Map<String, String> innerBean =new HashMap<String, String>();
    innerBean.put(""key"", ""value"");
    outerBean.put(""mapProp"", innerBean);
    boolean result = utils.isReadable(outerBean, ""mapProp(key)"");
}","Test scenario:
The test verifies the behavior of the `isReadable` method when checking the readability of a nested mapped property within a `Map` bean. Specifically, it activates the behavior where the property name uses a mapped property syntax (`mapProp(key)`) to access an inner `Map` within the outer bean. The test ensures that the method correctly identifies whether the property is readable.

Objects involved:
1. `PropertyUtilsBean` - The focal object responsible for evaluating property readability.
2. `outerBean` - A `Map` representing the outer bean, containing a nested property (`mapProp`) that is itself a `Map`.
3. `innerBean` - A `Map` nested within `outerBean`, representing the value of the `mapProp` property.
4. `utils.isReadable` - The method under test, which evaluates the readability of the specified property.

High-level goal:
To validate that the `isReadable` method correctly interprets and evaluates the readability of a nested mapped property (`mapProp(key)`) within a `Map` bean. This ensures that the method handles complex property structures and syntax properly, adhering to its contract as described in the Javadoc comments.

Category:
Property readability validation for nested mapped properties.",331,"public void test_52_6() throws Exception {
    PropertyUtilsBean utils = new PropertyUtilsBean();
    Map<String, Object> outerBean = new HashMap<String, Object>();
    Map<String, String> innerBean =new HashMap<String, String>();
    innerBean.put(""key"", ""value"");
    outerBean.put(""mapProp"", innerBean);
    boolean result = utils.isReadable(outerBean, ""mapProp(key)"");
}"
